publication_id,score,compound,capped,total_hits_reported
EP-4452414-A2,9.757913,Enfortumab_vedotin,False,501
AU-2022419982-A1,9.757913,Enfortumab_vedotin,False,501
AR-127821-A1,9.757913,Enfortumab_vedotin,False,501
WO-2025264572-A1,9.735344,Enfortumab_vedotin,False,501
AR-133738-A1,9.735344,Enfortumab_vedotin,False,501
WO-2025113625-A1,9.654581,Enfortumab_vedotin,False,501
WO-2025166042-A1,9.631418,Enfortumab_vedotin,False,501
WO-2022079031-A1,9.631418,Enfortumab_vedotin,False,501
EP-4225378-A1,9.631418,Enfortumab_vedotin,False,501
CA-3198066-A1,9.631418,Enfortumab_vedotin,False,501
WO-2023075506-A1,9.526162,Enfortumab_vedotin,False,501
KR-20230064559-A,9.526162,Enfortumab_vedotin,False,501
CA-3230491-A1,9.479674,Enfortumab_vedotin,False,501
WO-2016138034-A1,9.4287195,Enfortumab_vedotin,False,501
IN-201717026403-A,9.4287195,Enfortumab_vedotin,False,501
EP-3262166-A1,9.4287195,Enfortumab_vedotin,False,501
CA-2973890-A1,9.4287195,Enfortumab_vedotin,False,501
BR-112017017884-A2,9.4287195,Enfortumab_vedotin,False,501
AU-2016222887-A1,9.4287195,Enfortumab_vedotin,False,501
WO-2025177244-A1,9.323251,Enfortumab_vedotin,False,501
IL-302010-A,9.323251,Enfortumab_vedotin,False,501
CN-119013279-A,9.294751,Enfortumab_vedotin,False,501
HK-40104162-A,9.260288,Enfortumab_vedotin,False,501
WO-2021168274-A1,9.210132,Enfortumab_vedotin,False,501
EP-4106819-A1,9.210132,Enfortumab_vedotin,False,501
CN-119895054-A,9.086723,Enfortumab_vedotin,False,501
CN-120092008-A,9.039004,Enfortumab_vedotin,False,501
TW-202400601-A,9.007788,Enfortumab_vedotin,False,501
US-20230293731-A1,8.981556,Enfortumab_vedotin,False,501
US-20200023076-A1,8.981556,Enfortumab_vedotin,False,501
TW-202509210-A,8.899418,Enfortumab_vedotin,False,501
IN-202317029496-A,8.776001,Enfortumab_vedotin,False,501
TW-202525820-A,8.679562,Enfortumab_vedotin,False,501
CN-118660906-A,8.679562,Enfortumab_vedotin,False,501
SG-11202113022U-A,8.497942,Enfortumab_vedotin,False,501
IN-202517104141-A,8.496652,Enfortumab_vedotin,False,501
TW-202334118-A,8.45682,Enfortumab_vedotin,False,501
WO-2022216978-A1,8.437458,Enfortumab_vedotin,False,501
US-20240285765-A1,8.437458,Enfortumab_vedotin,False,501
EP-4319817-A1,8.437458,Enfortumab_vedotin,False,501
WO-2024220449-A9,8.419271,Enfortumab_vedotin,False,501
WO-2024220449-A2,8.419271,Enfortumab_vedotin,False,501
IL-323984-A,8.419271,Enfortumab_vedotin,False,501
AU-2024257450-A1,8.419271,Enfortumab_vedotin,False,501
TW-202529817-A,8.393744,Enfortumab_vedotin,False,501
TW-202508564-A,8.393744,Enfortumab_vedotin,False,501
WO-2021207691-A1,8.3048525,Enfortumab_vedotin,False,501
IN-202217060387-A,8.3048525,Enfortumab_vedotin,False,501
EP-4132583-A1,8.3048525,Enfortumab_vedotin,False,501
CA-3179937-A1,8.3048525,Enfortumab_vedotin,False,501
AU-2021251873-A1,8.3048525,Enfortumab_vedotin,False,501
WO-2023169226-A1,8.213593,Enfortumab_vedotin,False,501
US-20250215013-A1,8.213593,Enfortumab_vedotin,False,501
IL-315586-A,8.213593,Enfortumab_vedotin,False,501
EP-4490161-A1,8.213593,Enfortumab_vedotin,False,501
CA-3253468-A1,8.213593,Enfortumab_vedotin,False,501
CA-3010754-A1,8.213593,Enfortumab_vedotin,False,501
